trans_date,trans_amount
2020-05-15 20:58:51.435605+00:00,2850
2020-05-15 20:43:46.973333+00:00,100
2020-05-15 20:37:47.186040+00:00,180
2020-05-15 20:27:56.559557+00:00,100
2020-05-15 20:23:35.391841+00:00,600
2020-05-15 20:12:38.219095+00:00,27
2020-05-15 20:10:55.448306+00:00,160
2020-05-15 20:01:30.940283+00:00,97.5
2020-05-15 20:01:05.234072+00:00,200
2020-05-15 19:51:28.317030+00:00,228
2020-05-15 19:44:39.784120+00:00,120
2020-05-15 19:41:12.783871+00:00,10.86
2020-05-15 19:26:19.386784+00:00,434.68
2020-05-15 19:23:31.533350+00:00,161
2020-05-15 19:14:17.937456+00:00,98
2020-05-15 19:12:00.409448+00:00,15.5
2020-05-15 19:06:17.303672+00:00,21
2020-05-15 18:53:35.158697+00:00,25.5
2020-05-15 18:47:15.290823+00:00,1195
2020-05-15 18:41:17.634217+00:00,16
2020-05-15 18:40:44.323492+00:00,16
2020-05-15 18:39:41.091473+00:00,96
2020-05-15 18:16:00.635213+00:00,68.9
2020-05-15 18:12:50.728225+00:00,103.5
2020-05-15 17:42:13.746160+00:00,150
2020-05-15 17:41:29.839297+00:00,8.12
2020-05-15 17:22:04.603070+00:00,1030.74
2020-05-15 17:18:46.021565+00:00,76
2020-05-15 17:03:55.028808+00:00,299.9
2020-05-15 17:00:55.425810+00:00,164
2020-05-15 16:57:19.828724+00:00,15
2020-05-15 16:38:39.025677+00:00,724.2
2020-05-15 16:22:22.550208+00:00,27.44
2020-05-15 16:20:15.718458+00:00,653
2020-05-15 16:15:31.764715+00:00,1007.9
2020-05-15 16:14:14.407111+00:00,290
2020-05-15 16:11:05.989806+00:00,10
2020-05-15 16:10:03.862025+00:00,65.5
2020-05-15 16:09:21.984778+00:00,120.4
2020-05-15 15:00:30.572805+00:00,82.5
2020-05-15 14:54:28.996005+00:00,150
2020-05-15 14:52:25.805555+00:00,78.5
2020-05-15 14:31:34.773117+00:00,64
2020-05-15 13:47:05.848983+00:00,95
2020-05-15 13:35:04.717455+00:00,100
2020-05-15 13:20:11.379761+00:00,152.73
2020-05-15 13:04:40.858344+00:00,12
2020-05-15 12:18:39.766019+00:00,8.12
2020-05-15 10:46:39.763422+00:00,449
2020-05-15 08:07:26.488447+00:00,19
2020-05-15 08:07:09.654447+00:00,19
2020-05-15 08:06:49.201581+00:00,19
2020-05-15 06:15:44.769755+00:00,396.01
2020-05-15 04:40:38.213330+00:00,5
2020-05-15 03:37:34.203569+00:00,276
2020-05-15 03:15:40.213803+00:00,100
2020-05-15 03:15:07.031563+00:00,57
2020-05-15 03:14:57.341493+00:00,121
2020-05-15 02:34:27.044804+00:00,404
2020-05-15 01:58:12.685369+00:00,99
2020-05-15 01:47:52.665517+00:00,389
2020-05-15 01:44:39.646990+00:00,71
2020-05-15 01:41:41.446540+00:00,1065
2020-05-15 01:31:27.533096+00:00,15
2020-05-15 01:29:31.862592+00:00,95
2020-05-15 01:18:19.309572+00:00,66.9
2020-05-15 01:16:49.685674+00:00,199
2020-05-15 01:15:35.799445+00:00,1193.5
2020-05-15 01:10:23.428706+00:00,30
2020-05-15 00:33:30.137773+00:00,12.76
2020-05-15 00:33:27.190102+00:00,55.6
2020-05-15 00:32:40.066856+00:00,607
2020-05-15 00:03:39.208254+00:00,66
2020-05-14 23:59:03.137837+00:00,20
2020-05-14 23:56:28.206939+00:00,369
2020-05-14 23:55:16.527493+00:00,189
2020-05-14 23:43:03.633155+00:00,168
2020-05-14 23:26:03.192604+00:00,50
2020-05-14 23:20:49.409852+00:00,10.01
2020-05-14 23:15:01.689627+00:00,35.6
2020-05-14 23:09:47.036606+00:00,135.9
2020-05-14 22:33:03.546769+00:00,69.5
2020-05-14 22:12:26.032780+00:00,217.67
2020-05-14 22:05:01.814195+00:00,11.6
2020-05-14 21:57:46.109169+00:00,167.71
2020-05-14 21:50:10.924536+00:00,1.5
2020-05-14 21:49:40.552536+00:00,1.5
2020-05-14 21:49:11.069487+00:00,1.5
2020-05-14 21:48:25.769976+00:00,1.5
2020-05-14 21:47:56.576365+00:00,1.5
2020-05-14 21:47:24.497191+00:00,1.5
2020-05-14 21:46:35.136992+00:00,1.5
2020-05-14 21:46:06.595067+00:00,1.5
2020-05-14 21:44:56.498704+00:00,1.5
2020-05-14 21:43:57.100033+00:00,1.5
2020-05-14 21:43:27.301406+00:00,1.5
2020-05-14 21:42:56.630767+00:00,1.5
2020-05-14 21:41:47.838326+00:00,5
2020-05-14 21:36:09.716226+00:00,252
2020-05-14 21:34:16.856978+00:00,5.5
2020-05-14 21:33:48.996559+00:00,5.5
2020-05-14 21:20:01.586794+00:00,11.6
2020-05-14 20:52:34.785494+00:00,50
2020-05-14 20:49:11.558004+00:00,14.5
2020-05-14 20:23:35.475901+00:00,124.79
2020-05-14 20:23:16.408661+00:00,1034.8
2020-05-14 20:21:37.309054+00:00,141.34
2020-05-14 19:17:26.946594+00:00,35.5
2020-05-14 19:14:03.061233+00:00,152
2020-05-14 19:12:04.543180+00:00,79
2020-05-14 19:04:39.519723+00:00,64
2020-05-14 19:04:00.189192+00:00,64
2020-05-14 19:03:07.155185+00:00,480
2020-05-14 18:53:29.229013+00:00,3843
2020-05-14 18:37:22.528044+00:00,308
2020-05-14 18:27:50.055935+00:00,712
2020-05-14 18:26:52.767169+00:00,499.99
2020-05-14 18:25:40.737829+00:00,110.4
2020-05-14 17:59:33.754848+00:00,12.76
2020-05-14 17:57:50.653527+00:00,15
2020-05-14 17:56:10.642206+00:00,238.99
2020-05-14 17:23:31.688026+00:00,920
2020-05-14 17:02:47.305692+00:00,200
2020-05-14 16:48:54.526946+00:00,21
2020-05-14 16:11:29.399868+00:00,169.5
2020-05-14 16:00:20.783731+00:00,11.6
2020-05-14 15:55:56.333511+00:00,1599.92
2020-05-14 15:25:15.126423+00:00,1251.51
2020-05-14 14:45:32.874527+00:00,131
2020-05-14 14:40:31.138487+00:00,4.94
2020-05-14 14:27:55.965052+00:00,2337.3
2020-05-14 11:45:35.461367+00:00,13
2020-05-14 10:33:52.686180+00:00,229
2020-05-14 04:00:49.843652+00:00,219
2020-05-14 03:59:18.522164+00:00,10
2020-05-14 03:48:51.435556+00:00,340.99
2020-05-14 03:15:24.455599+00:00,330
2020-05-14 03:03:38.708323+00:00,48
2020-05-14 02:09:59.379619+00:00,136.5
2020-05-14 02:09:41.253980+00:00,155
2020-05-14 02:04:00.391349+00:00,100
2020-05-14 01:32:52.245440+00:00,65
2020-05-14 01:24:41.587021+00:00,10.9
2020-05-14 01:06:59.071461+00:00,50
2020-05-14 01:03:11.305847+00:00,36.22
2020-05-14 00:59:46.170528+00:00,160
2020-05-14 00:56:27.227187+00:00,943
2020-05-14 00:55:57.831359+00:00,129
2020-05-14 00:46:03.208234+00:00,73
2020-05-14 00:36:51.757927+00:00,98.3
2020-05-14 00:18:07.603744+00:00,4434.22
2020-05-14 00:13:46.514597+00:00,12.76
2020-05-14 00:11:27.473881+00:00,1599
2020-05-14 00:09:06.062101+00:00,281
2020-05-14 00:00:18.050194+00:00,20
2020-05-13 23:42:55.494599+00:00,9.28
2020-05-13 23:38:31.422631+00:00,144
2020-05-13 23:27:35.980205+00:00,465
2020-05-13 23:27:15.726526+00:00,20
2020-05-13 23:12:00.276395+00:00,23
2020-05-13 22:37:24.266923+00:00,183
2020-05-13 22:07:02.404834+00:00,632.99
2020-05-13 21:57:42.035936+00:00,768
2020-05-13 21:47:41.475086+00:00,20
2020-05-13 21:29:57.538146+00:00,175.2
2020-05-13 20:42:56.948034+00:00,91
2020-05-13 20:34:16.972460+00:00,92.5
2020-05-13 20:20:03.117236+00:00,434.01
2020-05-13 20:00:24.724912+00:00,71.5
2020-05-13 19:49:33.284237+00:00,60
2020-05-13 18:53:40.183656+00:00,14
2020-05-13 18:47:45.048861+00:00,96.5
2020-05-13 18:47:39.639482+00:00,75.5
2020-05-13 18:46:24.127800+00:00,123.5
2020-05-13 18:44:33.572749+00:00,30
2020-05-13 18:43:16.547433+00:00,39.3
2020-05-13 17:55:06.009368+00:00,16
2020-05-13 17:43:11.120374+00:00,1484.68
2020-05-13 17:37:37.929312+00:00,399
2020-05-13 17:36:48.970703+00:00,160
2020-05-13 17:34:02.205672+00:00,200
2020-05-13 17:18:10.735427+00:00,73
2020-05-13 16:40:32.478854+00:00,85.5
2020-05-13 16:29:07.728774+00:00,76
2020-05-13 16:25:30.434334+00:00,11.6
2020-05-13 15:25:12.443811+00:00,300
2020-05-13 14:31:54.955162+00:00,100
2020-05-13 13:25:39.911444+00:00,687.3
2020-05-13 04:47:33.645495+00:00,134
2020-05-13 04:39:38.733015+00:00,58
2020-05-13 03:00:00.876989+00:00,1281.51
2020-05-13 02:53:47.046481+00:00,4132.75
2020-05-13 02:39:22.361457+00:00,82
2020-05-13 02:21:48.275224+00:00,154
2020-05-13 01:16:48.329402+00:00,50
2020-05-13 01:05:48.669753+00:00,1210
2020-05-13 01:03:32.304778+00:00,96
2020-05-13 00:35:41.522426+00:00,10
2020-05-13 00:24:03.638731+00:00,63
2020-05-13 00:11:40.555284+00:00,56
2020-05-13 00:05:41.090041+00:00,12.76
2020-05-13 00:04:44.261267+00:00,12.76
2020-05-12 23:42:25.851487+00:00,179
2020-05-12 23:02:48.098385+00:00,10
2020-05-12 23:01:58.715260+00:00,23.62
2020-05-12 22:55:02.909556+00:00,134.75
2020-05-12 22:36:27.507569+00:00,3297
2020-05-12 22:28:45.512651+00:00,240.26
2020-05-12 21:37:54.424390+00:00,499
2020-05-12 21:30:28.071367+00:00,287
2020-05-12 21:19:50.489227+00:00,9000
2020-05-12 21:12:05.335874+00:00,50
2020-05-12 21:09:59.926319+00:00,50
2020-05-12 21:02:42.748644+00:00,1500
2020-05-12 20:46:49.572583+00:00,48.46
2020-05-12 19:18:59.512814+00:00,15
2020-05-12 19:13:13.729131+00:00,50
2020-05-12 18:44:14.879593+00:00,23.79
2020-05-12 18:19:08.823107+00:00,139
2020-05-12 17:20:30.066193+00:00,399
2020-05-12 16:43:16.481327+00:00,150
2020-05-12 16:37:05.205621+00:00,1400
2020-05-12 16:34:02.484648+00:00,175
2020-05-12 15:45:11.061677+00:00,7.8
2020-05-12 15:20:54.360630+00:00,200
2020-05-12 15:06:43.238987+00:00,795
2020-05-12 15:06:13.971845+00:00,20
2020-05-12 14:57:14.946549+00:00,135
2020-05-12 14:38:33.835009+00:00,340
2020-05-12 06:56:12.600223+00:00,828
2020-05-12 02:59:01.544718+00:00,65
2020-05-12 02:58:28.235099+00:00,20
2020-05-12 02:39:10.828346+00:00,64
2020-05-12 02:24:24.107442+00:00,100
2020-05-12 02:21:56.906422+00:00,191
2020-05-12 02:03:50.611163+00:00,71.3
2020-05-12 01:45:50.289128+00:00,37.5
2020-05-12 01:45:36.079202+00:00,614
2020-05-12 01:04:46.685897+00:00,256.25
2020-05-12 01:02:49.485715+00:00,200
2020-05-12 00:42:28.084154+00:00,188.73
2020-05-11 23:42:54.229267+00:00,49
2020-05-11 23:10:32.741479+00:00,32
2020-05-11 23:04:16.274483+00:00,50
2020-05-11 22:32:56.039634+00:00,113.5
2020-05-11 22:29:46.305963+00:00,279
2020-05-11 21:28:31.262302+00:00,102
2020-05-11 21:24:55.154269+00:00,699
2020-05-11 21:13:43.760256+00:00,50
2020-05-11 21:03:11.198033+00:00,243
2020-05-11 20:53:30.016866+00:00,80.25
2020-05-11 20:49:48.016293+00:00,77
2020-05-11 20:22:06.097795+00:00,0.47
2020-05-11 20:11:45.104786+00:00,49
2020-05-11 19:59:51.361421+00:00,270
2020-05-11 19:53:35.522840+00:00,95.96
2020-05-11 19:49:10.779566+00:00,37
2020-05-11 19:23:05.156717+00:00,450
2020-05-11 19:16:58.234117+00:00,110.5
2020-05-11 19:09:49.447081+00:00,1440.85
2020-05-11 19:03:12.486062+00:00,175
2020-05-11 18:59:56.284845+00:00,108.5
2020-05-11 18:46:26.540284+00:00,200
2020-05-11 18:39:43.629414+00:00,20
2020-05-11 18:36:03.765936+00:00,50
2020-05-11 18:27:51.540278+00:00,91
2020-05-11 18:18:18.857415+00:00,20
2020-05-11 18:17:45.712646+00:00,250
2020-05-11 18:16:56.422594+00:00,12
2020-05-11 18:04:03.237465+00:00,53
2020-05-11 16:57:53.216880+00:00,129
2020-05-11 16:52:46.331880+00:00,11.6
2020-05-11 16:44:34.290065+00:00,157.78
2020-05-11 16:22:40.920241+00:00,64
2020-05-11 15:53:56.670850+00:00,59
2020-05-11 15:34:23.398611+00:00,99
2020-05-11 15:15:18.157359+00:00,147.6
2020-05-11 14:37:14.691736+00:00,64.29
2020-05-11 14:27:18.090193+00:00,24
2020-05-11 14:18:35.439492+00:00,56
2020-05-11 12:07:46.231595+00:00,169
2020-05-11 12:05:07.336518+00:00,25
2020-05-11 05:07:56.188900+00:00,31.64
2020-05-11 03:57:25.521038+00:00,176.44
2020-05-11 03:07:00.033361+00:00,95
2020-05-11 03:05:24.317530+00:00,140
2020-05-11 03:03:16.898155+00:00,99
2020-05-11 02:33:45.371891+00:00,900
2020-05-11 02:31:28.288547+00:00,123
2020-05-11 02:01:50.598475+00:00,40
2020-05-11 01:55:37.246230+00:00,49
2020-05-11 00:53:48.516716+00:00,289
2020-05-11 00:23:27.074794+00:00,2
2020-05-10 23:30:34.762922+00:00,488.9
2020-05-10 23:29:14.620791+00:00,32
2020-05-10 23:17:11.236854+00:00,25.5
2020-05-10 23:01:12.307894+00:00,10
2020-05-10 22:33:07.302189+00:00,169.86
2020-05-10 22:26:32.283083+00:00,153
2020-05-10 22:20:51.051884+00:00,28
2020-05-10 22:08:26.755384+00:00,150.99
2020-05-10 22:01:32.525337+00:00,99
2020-05-10 21:58:38.134835+00:00,938.39
2020-05-10 21:37:51.524001+00:00,130
2020-05-10 21:27:38.101800+00:00,310.63
2020-05-10 21:14:45.228702+00:00,105
2020-05-10 20:58:01.826162+00:00,520
2020-05-10 20:54:19.910812+00:00,1
2020-05-10 20:01:18.671915+00:00,11.6
2020-05-10 19:52:44.729917+00:00,20
2020-05-10 19:48:12.285631+00:00,106
2020-05-10 19:43:36.179492+00:00,202
2020-05-10 19:40:54.101257+00:00,68
2020-05-10 19:40:47.372419+00:00,742.5
2020-05-10 19:05:08.914947+00:00,454.72
2020-05-10 18:58:25.991007+00:00,385.54
2020-05-10 18:56:11.530072+00:00,85.8
2020-05-10 18:39:33.853428+00:00,358
2020-05-10 18:35:16.196344+00:00,23620.25
2020-05-10 18:24:54.529913+00:00,68
2020-05-10 18:18:03.575413+00:00,52.18
2020-05-10 18:12:11.194565+00:00,316
2020-05-10 17:46:19.186522+00:00,250
2020-05-10 17:25:13.316908+00:00,39
2020-05-10 17:01:50.470042+00:00,75
2020-05-10 16:48:49.505959+00:00,115
2020-05-10 16:48:47.090204+00:00,23.79
2020-05-10 16:47:42.723680+00:00,700
2020-05-10 16:23:06.450444+00:00,60
2020-05-10 16:07:37.724999+00:00,285
2020-05-10 15:56:13.772639+00:00,100
2020-05-10 15:48:51.962560+00:00,60.09
2020-05-10 15:16:55.627528+00:00,155.25
2020-05-10 15:05:21.836148+00:00,233.95
2020-05-10 15:01:17.710633+00:00,157.51
2020-05-10 14:48:10.446116+00:00,12.76
2020-05-10 11:19:51.229688+00:00,460
2020-05-10 09:35:57.567681+00:00,229
2020-05-10 07:54:32.369306+00:00,67
2020-05-10 07:13:51.968988+00:00,596.69
2020-05-10 06:39:00.246883+00:00,549
2020-05-10 06:38:55.490709+00:00,309.99
2020-05-10 06:38:51.039335+00:00,649
2020-05-10 06:26:36.845691+00:00,31.64
2020-05-10 05:59:37.686130+00:00,299
2020-05-10 04:40:32.538520+00:00,21
2020-05-10 04:38:17.301339+00:00,19.5
2020-05-10 04:12:44.889367+00:00,160.5
2020-05-10 03:42:54.848072+00:00,300
2020-05-10 03:22:20.115224+00:00,255
2020-05-10 03:02:24.010019+00:00,125.48
2020-05-10 02:53:55.624238+00:00,251
2020-05-10 02:23:17.524224+00:00,10
2020-05-10 01:36:40.637409+00:00,227
2020-05-10 01:23:16.562399+00:00,200.92
2020-05-10 01:07:41.230244+00:00,138.9
2020-05-10 00:26:47.432144+00:00,520.8
2020-05-09 23:55:35.901130+00:00,200
2020-05-09 23:38:33.374559+00:00,119.09
2020-05-09 23:38:11.187080+00:00,30.73
2020-05-09 23:22:52.622881+00:00,250
2020-05-09 23:13:15.247850+00:00,5
2020-05-09 23:10:31.585135+00:00,1776.19
2020-05-09 23:00:36.194793+00:00,617.4
2020-05-09 22:17:11.854529+00:00,5
2020-05-09 21:57:40.218538+00:00,20
2020-05-09 21:56:22.825770+00:00,10
2020-05-09 21:55:52.182032+00:00,20
2020-05-09 21:43:47.912189+00:00,178
2020-05-09 21:41:56.776884+00:00,64
2020-05-09 21:40:10.009299+00:00,370.02
2020-05-09 21:39:55.490150+00:00,64
2020-05-09 21:34:27.278551+00:00,11.5
2020-05-09 21:32:47.901764+00:00,479
2020-05-09 21:32:01.787215+00:00,479
2020-05-09 20:48:26.357385+00:00,39.5
2020-05-09 20:32:05.191820+00:00,11.6
2020-05-09 20:19:48.204701+00:00,20
2020-05-09 20:11:10.240513+00:00,99
2020-05-09 19:54:41.311395+00:00,410
2020-05-09 19:40:43.833088+00:00,3
2020-05-09 19:31:35.880544+00:00,11.6
2020-05-09 19:28:25.263348+00:00,224.5
2020-05-09 19:27:07.735553+00:00,20
2020-05-09 19:18:16.232801+00:00,235
2020-05-09 19:15:12.501323+00:00,501.25
2020-05-09 18:41:40.883925+00:00,36
2020-05-09 18:13:12.319977+00:00,63.72
2020-05-09 18:12:36.380926+00:00,10999
2020-05-09 18:01:48.892678+00:00,489.74
2020-05-09 17:48:20.918481+00:00,287.8
2020-05-09 17:38:08.452500+00:00,21.8
2020-05-09 17:07:33.413022+00:00,56
2020-05-09 16:22:04.057883+00:00,110.9
2020-05-09 16:01:13.041835+00:00,41.5
2020-05-09 15:56:16.599767+00:00,10
2020-05-09 15:14:32.763711+00:00,21
2020-05-09 15:13:01.314906+00:00,70.9
2020-05-09 15:11:11.577366+00:00,199
2020-05-09 15:07:14.838193+00:00,8
2020-05-09 14:36:34.401279+00:00,149.14
2020-05-09 14:25:07.840960+00:00,497.14
2020-05-09 13:15:30.245835+00:00,65
2020-05-09 11:47:47.445312+00:00,20.9
2020-05-09 09:07:04.840423+00:00,15.5
2020-05-09 06:47:47.991027+00:00,31.64
2020-05-09 05:54:44.875543+00:00,390
2020-05-09 05:44:37.905402+00:00,208.99
2020-05-09 05:23:45.603950+00:00,95
2020-05-09 05:03:56.769261+00:00,55
2020-05-09 04:30:08.855172+00:00,4724.58
2020-05-09 04:22:38.107590+00:00,314.8
2020-05-09 03:40:44.039651+00:00,367.88
2020-05-09 03:20:40.899674+00:00,3098.85
2020-05-09 02:05:22.594909+00:00,30
2020-05-09 02:00:27.939210+00:00,225
2020-05-09 01:04:57.232864+00:00,14
2020-05-09 01:04:41.662654+00:00,50
2020-05-09 00:48:20.050822+00:00,11.6
2020-05-09 00:43:04.436697+00:00,329
2020-05-09 00:38:45.569338+00:00,388
2020-05-09 00:31:34.935948+00:00,102
2020-05-09 00:27:59.668567+00:00,50
2020-05-09 00:11:37.348427+00:00,154
2020-05-09 00:05:11.991575+00:00,10
2020-05-09 00:02:27.760990+00:00,138
2020-05-08 23:55:44.947137+00:00,20
2020-05-08 23:43:24.996815+00:00,434.08
2020-05-08 23:42:41.790216+00:00,690.23
2020-05-08 23:42:02.918680+00:00,180
2020-05-08 23:41:44.058600+00:00,54.94
2020-05-08 23:38:40.356264+00:00,10
2020-05-08 23:33:00.287338+00:00,487.9
2020-05-08 23:31:33.663938+00:00,306.8
2020-05-08 23:20:52.037032+00:00,141
2020-05-08 23:07:42.197036+00:00,360
2020-05-08 22:44:39.673777+00:00,10
2020-05-08 22:41:49.168354+00:00,248
2020-05-08 22:02:15.071640+00:00,38
2020-05-08 21:30:46.698062+00:00,29
2020-05-08 21:18:17.287349+00:00,35
2020-05-08 21:17:32.911766+00:00,130.9
2020-05-08 21:16:58.342530+00:00,1687.85
2020-05-08 20:57:22.451479+00:00,12.91
2020-05-08 20:37:57.573561+00:00,935
2020-05-08 20:25:31.114433+00:00,425.52
2020-05-08 20:21:09.500137+00:00,133.5
2020-05-08 20:17:36.219326+00:00,194
2020-05-08 20:12:22.068439+00:00,200
2020-05-08 20:01:49.097081+00:00,98.87
2020-05-08 19:58:41.474935+00:00,447
2020-05-08 19:46:28.410251+00:00,49
2020-05-08 19:43:43.036314+00:00,16
2020-05-08 19:43:10.946165+00:00,40.5
2020-05-08 19:39:47.571754+00:00,23
2020-05-08 19:38:24.757165+00:00,13
2020-05-08 19:17:58.011732+00:00,33.8
2020-05-08 19:16:11.778303+00:00,274.56
2020-05-08 18:45:38.630537+00:00,33.8
2020-05-08 18:38:15.281009+00:00,100
2020-05-08 18:15:03.726389+00:00,23
2020-05-08 17:56:53.696128+00:00,149
2020-05-08 17:24:13.634642+00:00,116.25
2020-05-08 16:47:17.600016+00:00,160
2020-05-08 16:10:25.097841+00:00,320
2020-05-08 16:05:59.837700+00:00,128.7
2020-05-08 15:50:07.681997+00:00,98
2020-05-08 15:24:43.016963+00:00,176.5
2020-05-08 15:21:27.931648+00:00,42
2020-05-08 15:21:03.799776+00:00,325
2020-05-08 14:45:43.729176+00:00,484.42
2020-05-08 14:31:06.416799+00:00,492.59
2020-05-08 14:25:04.497946+00:00,73.45
2020-05-08 14:18:48.700523+00:00,100.5
2020-05-08 13:57:07.506429+00:00,714.91
2020-05-08 13:41:31.114339+00:00,16
2020-05-08 12:06:53.748771+00:00,16800
2020-05-08 06:55:17.834959+00:00,39.9
2020-05-08 06:55:12.903917+00:00,39.9
2020-05-08 06:25:40.685943+00:00,31.64
2020-05-08 05:20:17.637624+00:00,99
2020-05-08 04:40:02.310107+00:00,114.16
2020-05-08 04:30:10.035394+00:00,309.3
2020-05-08 04:01:07.605344+00:00,50
2020-05-08 04:00:00.206280+00:00,48
2020-05-08 03:50:31.565079+00:00,10
2020-05-08 03:50:05.137629+00:00,264
2020-05-08 03:11:00.621840+00:00,3265
2020-05-08 03:06:50.373686+00:00,62
2020-05-08 03:06:49.824197+00:00,300
2020-05-08 02:57:22.590710+00:00,105
2020-05-08 02:53:19.147890+00:00,151.8
2020-05-08 02:27:20.622120+00:00,66
2020-05-08 02:25:32.512965+00:00,300
2020-05-08 02:09:51.970366+00:00,5.8
2020-05-08 01:17:35.895339+00:00,501.25
2020-05-08 01:06:16.616315+00:00,109.77
2020-05-08 00:55:48.226022+00:00,6.96
2020-05-08 00:51:56.701352+00:00,282.41
2020-05-08 00:42:40.834129+00:00,44.96
2020-05-08 00:34:21.725290+00:00,9.5
2020-05-08 00:19:22.215055+00:00,249
2020-05-08 00:11:57.226080+00:00,877.66
2020-05-07 23:48:20.104082+00:00,117.39
2020-05-07 23:45:50.135137+00:00,5053.84
2020-05-07 23:41:17.870306+00:00,959.54
2020-05-07 23:28:42.947784+00:00,20
2020-05-07 23:17:31.383252+00:00,77.5
2020-05-07 22:58:53.010891+00:00,79.5
2020-05-07 22:40:38.400312+00:00,139
2020-05-07 22:37:29.490408+00:00,171
2020-05-07 22:17:36.422217+00:00,86
2020-05-07 22:12:38.561650+00:00,23.79
2020-05-07 22:07:55.543327+00:00,151.55
2020-05-07 22:07:47.532910+00:00,32
2020-05-07 21:59:10.124172+00:00,95.5
2020-05-07 21:50:17.245552+00:00,20
2020-05-07 21:35:56.379249+00:00,1299
2020-05-07 21:24:22.917123+00:00,133
2020-05-07 21:18:12.010638+00:00,12
2020-05-07 21:18:07.773313+00:00,12
2020-05-07 21:07:46.247478+00:00,279.4
2020-05-07 20:49:38.472712+00:00,75
2020-05-07 20:41:17.381401+00:00,230
2020-05-07 20:37:33.787936+00:00,92
2020-05-07 20:33:36.389414+00:00,359.75
2020-05-07 20:15:06.208887+00:00,340
2020-05-07 20:04:03.227758+00:00,9
2020-05-07 19:46:37.276465+00:00,36
2020-05-07 19:42:59.727022+00:00,302.11
2020-05-07 19:26:51.562888+00:00,120
2020-05-07 19:24:28.888919+00:00,11.6
2020-05-07 19:15:24.514575+00:00,146.86
2020-05-07 19:11:31.569472+00:00,69
2020-05-07 19:10:41.855713+00:00,108
2020-05-07 18:58:49.538800+00:00,688
2020-05-07 18:15:15.723303+00:00,55
2020-05-07 17:37:23.633375+00:00,298.9
2020-05-07 16:27:20.123664+00:00,98
2020-05-07 16:25:22.813475+00:00,768.7
2020-05-07 16:14:27.225056+00:00,97.17
2020-05-07 15:36:29.485531+00:00,20
2020-05-07 15:26:29.684930+00:00,1236.97
2020-05-07 14:33:46.310005+00:00,50
2020-05-07 14:28:27.604985+00:00,42.4
2020-05-07 13:20:57.038296+00:00,31.6
2020-05-07 12:54:53.692937+00:00,107.5
2020-05-07 11:15:34.117257+00:00,33.8
2020-05-07 10:09:56.275425+00:00,63.49
2020-05-07 08:27:56.194919+00:00,239
2020-05-07 06:20:45.432664+00:00,20
2020-05-07 06:18:26.547255+00:00,449
2020-05-07 04:48:04.558118+00:00,10
2020-05-07 04:40:16.995516+00:00,26.31
2020-05-07 04:27:54.662322+00:00,20
2020-05-07 03:15:46.665547+00:00,229
2020-05-07 02:45:55.411303+00:00,20
2020-05-07 02:44:17.601751+00:00,265.3
2020-05-07 02:38:36.421076+00:00,0.08
2020-05-07 02:36:47.712471+00:00,200
2020-05-07 01:59:39.109642+00:00,19
2020-05-07 01:58:01.644733+00:00,305.66
2020-05-07 01:24:51.496181+00:00,44
2020-05-07 00:40:54.645967+00:00,99
2020-05-07 00:29:38.398481+00:00,420.26
2020-05-07 00:22:10.524405+00:00,50
2020-05-07 00:16:08.770523+00:00,1837
2020-05-07 00:09:38.651723+00:00,13.5
2020-05-07 00:02:35.975245+00:00,125
2020-05-07 00:02:28.896870+00:00,30
2020-05-06 23:56:31.629173+00:00,11.5
2020-05-06 23:49:04.140048+00:00,44.62
2020-05-06 23:40:30.311205+00:00,239
2020-05-06 23:01:53.693882+00:00,279
2020-05-06 21:04:35.994492+00:00,4029
2020-05-06 20:57:01.760277+00:00,45.5
2020-05-06 20:51:45.470792+00:00,72
2020-05-06 20:40:23.603924+00:00,33.5
2020-05-06 20:29:54.037814+00:00,205
2020-05-06 20:28:06.116006+00:00,94.9
2020-05-06 20:16:07.792240+00:00,20
2020-05-06 20:02:46.813295+00:00,207
2020-05-06 19:53:53.793077+00:00,11.36
2020-05-06 19:52:00.380145+00:00,20
2020-05-06 19:39:23.738120+00:00,20
2020-05-06 18:55:27.929963+00:00,675
2020-05-06 18:50:41.713531+00:00,24
2020-05-06 18:33:17.238301+00:00,10
2020-05-06 18:20:59.445429+00:00,257
2020-05-06 17:56:25.817238+00:00,55.5
2020-05-06 17:49:58.654405+00:00,900
2020-05-06 17:39:37.105875+00:00,300
2020-05-06 17:28:51.332445+00:00,150
2020-05-06 17:28:38.013245+00:00,1395
2020-05-06 17:11:21.357922+00:00,30
2020-05-06 16:58:52.078455+00:00,25.5
2020-05-06 16:49:28.392580+00:00,118
2020-05-06 16:49:12.745421+00:00,10
2020-05-06 16:44:48.414435+00:00,300
2020-05-06 16:24:09.314267+00:00,59.94
2020-05-06 14:50:03.062184+00:00,118.62
2020-05-06 14:49:04.779332+00:00,60.9
2020-05-06 14:49:04.461473+00:00,159
2020-05-06 13:44:05.970966+00:00,86.4
2020-05-06 13:35:10.948322+00:00,11.6
2020-05-06 11:43:58.032223+00:00,84.4
2020-05-06 09:13:47.527965+00:00,76
2020-05-06 03:39:10.497480+00:00,59
2020-05-06 03:37:59.903983+00:00,548
2020-05-06 03:03:08.899622+00:00,20
2020-05-06 02:55:09.888532+00:00,24.19
