trans_date,trans_amount
2020-05-06 02:44:02.417603+00:00,338
2020-05-06 02:34:10.671961+00:00,117.5
2020-05-06 02:32:26.283031+00:00,17
2020-05-06 02:24:01.552763+00:00,225
2020-05-06 01:29:42.303001+00:00,150.99
2020-05-06 01:23:14.919513+00:00,118.4
2020-05-06 00:59:19.711153+00:00,47.5
2020-05-06 00:10:34.270391+00:00,12.76
2020-05-05 23:54:35.687706+00:00,76
2020-05-05 23:29:48.354722+00:00,18
2020-05-05 22:38:32.115530+00:00,34.5
2020-05-05 22:21:00.720565+00:00,126
2020-05-05 21:30:34.999788+00:00,97
2020-05-05 21:23:30.055343+00:00,402
2020-05-05 21:20:26.419780+00:00,10
2020-05-05 21:17:45.827427+00:00,1861
2020-05-05 21:09:35.956230+00:00,584.73
2020-05-05 21:08:47.929218+00:00,2392.83
2020-05-05 21:01:11.385953+00:00,265
2020-05-05 21:00:20.316924+00:00,60
2020-05-05 20:58:14.647066+00:00,149
2020-05-05 20:50:11.800489+00:00,23.93
2020-05-05 20:39:19.967515+00:00,247
2020-05-05 20:38:36.110647+00:00,17
2020-05-05 20:33:38.097901+00:00,1
2020-05-05 20:32:54.924138+00:00,289
2020-05-05 20:24:03.815434+00:00,20
2020-05-05 20:22:13.694098+00:00,82
2020-05-05 20:20:03.011483+00:00,10
2020-05-05 20:14:41.807570+00:00,84.5
2020-05-05 19:39:32.631233+00:00,12
2020-05-05 19:22:18.301881+00:00,232
2020-05-05 19:18:51.264817+00:00,79.48
2020-05-05 19:18:15.985734+00:00,28.19
2020-05-05 19:18:15.654652+00:00,19.01
2020-05-05 19:17:16.641054+00:00,15.48
2020-05-05 19:14:55.604101+00:00,1914.26
2020-05-05 19:07:58.998782+00:00,800.65
2020-05-05 19:04:39.811780+00:00,34.65
2020-05-05 19:02:44.512348+00:00,9
2020-05-05 18:25:05.877001+00:00,69
2020-05-05 18:05:18.012748+00:00,4034.68
2020-05-05 17:39:30.900350+00:00,4029
2020-05-05 17:38:28.871693+00:00,5029
2020-05-05 16:27:41.377847+00:00,20.5
2020-05-05 16:16:51.805248+00:00,949
2020-05-05 16:16:01.245473+00:00,750.01
2020-05-05 15:00:43.942414+00:00,500
2020-05-05 14:57:17.433705+00:00,46.98
2020-05-05 14:44:37.734114+00:00,35
2020-05-05 14:38:06.153261+00:00,100.5
2020-05-05 14:19:13.963681+00:00,300
2020-05-05 14:19:08.608947+00:00,2950.37
2020-05-05 14:04:41.917529+00:00,19.98
2020-05-05 11:53:14.647804+00:00,10.9
2020-05-05 05:09:59.219494+00:00,199
2020-05-05 04:58:21.292867+00:00,400
2020-05-05 04:38:41.635015+00:00,47
2020-05-05 04:27:21.915720+00:00,12
2020-05-05 04:06:08.570445+00:00,89
2020-05-05 04:06:04.547482+00:00,4358.89
2020-05-05 03:44:42.847497+00:00,52.86
2020-05-05 03:43:37.864248+00:00,80.5
2020-05-05 03:36:43.941895+00:00,11.6
2020-05-05 03:29:40.632222+00:00,19
2020-05-05 03:25:09.842129+00:00,99
2020-05-05 03:23:24.598941+00:00,18
2020-05-05 03:22:39.547531+00:00,195
2020-05-05 02:33:54.406463+00:00,63.32
2020-05-05 02:22:39.882428+00:00,2713
2020-05-05 01:53:56.272485+00:00,20
2020-05-05 01:29:58.392239+00:00,27.05
2020-05-05 01:28:16.334131+00:00,99
2020-05-05 01:25:37.037447+00:00,1403.55
2020-05-05 01:07:23.401556+00:00,245
2020-05-05 00:50:34.012775+00:00,125
2020-05-05 00:25:37.143827+00:00,78.3
2020-05-04 23:49:09.047254+00:00,478.57
2020-05-04 23:46:22.306364+00:00,11.6
2020-05-04 23:41:22.135094+00:00,1874.57
2020-05-04 22:54:12.438772+00:00,50
2020-05-04 21:43:05.633003+00:00,53.6
2020-05-04 21:40:35.056357+00:00,201.7
2020-05-04 21:31:20.523492+00:00,252.75
2020-05-04 21:29:04.692067+00:00,9.28
2020-05-04 21:27:31.019372+00:00,9.28
2020-05-04 21:21:18.402788+00:00,350
2020-05-04 21:09:30.229967+00:00,13.19
2020-05-04 20:05:57.819741+00:00,30
2020-05-04 20:04:27.303617+00:00,108
2020-05-04 19:51:22.670468+00:00,119
2020-05-04 19:49:02.068295+00:00,77
2020-05-04 19:24:56.819070+00:00,99
2020-05-04 18:44:09.917899+00:00,80
2020-05-04 18:39:55.121195+00:00,970
2020-05-04 18:29:45.229852+00:00,91.98
2020-05-04 18:19:27.704324+00:00,64
2020-05-04 18:19:24.162281+00:00,9.28
2020-05-04 17:56:13.926821+00:00,96.72
2020-05-04 17:24:53.751483+00:00,138.4
2020-05-04 17:17:45.170323+00:00,716.55
2020-05-04 17:11:01.231114+00:00,94
2020-05-04 17:04:38.778568+00:00,694
2020-05-04 16:49:46.292397+00:00,244.15
2020-05-04 16:37:51.124124+00:00,1358.49
2020-05-04 16:24:33.987114+00:00,136.25
2020-05-04 15:39:34.923937+00:00,10
2020-05-04 15:22:31.681825+00:00,156.7
2020-05-04 15:20:08.129070+00:00,342.71
2020-05-04 13:41:08.305637+00:00,429
2020-05-04 12:01:17.108434+00:00,139
2020-05-04 11:42:42.313903+00:00,20
2020-05-04 03:49:06.377188+00:00,17
2020-05-04 03:39:53.266469+00:00,24
2020-05-04 03:38:14.455218+00:00,24
2020-05-04 03:37:52.994656+00:00,24
2020-05-04 03:37:13.611523+00:00,24
2020-05-04 03:30:59.546930+00:00,24
2020-05-04 03:30:45.757199+00:00,24
2020-05-04 03:30:31.474623+00:00,24
2020-05-04 03:24:30.700287+00:00,942
2020-05-04 01:11:59.904064+00:00,24
2020-05-04 01:08:40.129317+00:00,50
2020-05-04 01:07:27.343910+00:00,239
2020-05-04 00:43:21.203643+00:00,165
2020-05-04 00:35:39.314074+00:00,239
2020-05-04 00:27:43.869267+00:00,24
2020-05-04 00:09:31.736493+00:00,239
2020-05-03 23:55:38.382305+00:00,38.29
2020-05-03 23:53:38.827880+00:00,24
2020-05-03 23:52:26.768061+00:00,24
2020-05-03 23:50:35.844238+00:00,24
2020-05-03 23:50:16.182944+00:00,24
2020-05-03 23:50:02.045093+00:00,18
2020-05-03 23:44:20.644648+00:00,198.03
2020-05-03 23:40:59.401885+00:00,49
2020-05-03 23:34:24.412965+00:00,72
2020-05-03 23:26:26.957807+00:00,1098
2020-05-03 23:23:54.541783+00:00,121.2
2020-05-03 23:07:52.185032+00:00,544
2020-05-03 22:59:22.947722+00:00,27
2020-05-03 22:56:25.980036+00:00,500
2020-05-03 22:32:00.686503+00:00,286
2020-05-03 22:28:39.849262+00:00,200
2020-05-03 22:04:30.562273+00:00,500
2020-05-03 21:48:49.724456+00:00,77.28
2020-05-03 21:46:50.667452+00:00,1430
2020-05-03 21:27:04.277170+00:00,107
2020-05-03 21:19:22.635511+00:00,550
2020-05-03 21:00:36.938529+00:00,59.21
2020-05-03 20:37:05.243590+00:00,82.83
2020-05-03 20:32:41.874500+00:00,122
2020-05-03 20:21:19.747430+00:00,110
2020-05-03 20:01:22.880400+00:00,556.93
2020-05-03 19:51:53.158435+00:00,2115.71
2020-05-03 19:28:25.936950+00:00,930
2020-05-03 19:08:52.180115+00:00,71.63
2020-05-03 19:05:55.919042+00:00,46
2020-05-03 19:05:21.488809+00:00,291
2020-05-03 18:56:26.626403+00:00,20
2020-05-03 18:05:20.399840+00:00,799
2020-05-03 17:57:15.396482+00:00,425.52
2020-05-03 17:53:59.623728+00:00,249.83
2020-05-03 17:11:30.061596+00:00,229
2020-05-03 16:33:31.786896+00:00,12.9
2020-05-03 16:30:44.724865+00:00,77
2020-05-03 16:24:31.306579+00:00,90
2020-05-03 16:20:04.133110+00:00,169
2020-05-03 16:19:52.816747+00:00,110.5
2020-05-03 16:15:21.043460+00:00,127
2020-05-03 16:10:13.572595+00:00,99
2020-05-03 15:44:18.337681+00:00,74.13
2020-05-03 15:44:07.842626+00:00,10
2020-05-03 15:27:55.466377+00:00,60.5
2020-05-03 14:07:51.713880+00:00,439.55
2020-05-03 13:56:50.181677+00:00,283
2020-05-03 09:24:51.648107+00:00,33
2020-05-03 09:19:35.118348+00:00,31.5
2020-05-03 05:17:25.811690+00:00,56
2020-05-03 03:32:34.197676+00:00,83
2020-05-03 03:18:37.963823+00:00,1
2020-05-03 03:18:06.326590+00:00,191
2020-05-03 03:17:07.602264+00:00,199
2020-05-03 03:14:20.646756+00:00,54.9
2020-05-03 03:08:49.737000+00:00,399
2020-05-03 02:56:00.463663+00:00,11.6
2020-05-03 02:52:00.586522+00:00,392.5
2020-05-03 02:47:49.079689+00:00,97.5
2020-05-03 02:22:54.737486+00:00,65
2020-05-03 01:59:49.533300+00:00,20
2020-05-03 01:46:52.676955+00:00,20
2020-05-03 01:25:23.685898+00:00,105.5
2020-05-03 01:01:46.180051+00:00,231
2020-05-03 00:55:25.996114+00:00,138
2020-05-03 00:39:02.372529+00:00,4387.45
2020-05-03 00:00:02.425529+00:00,231
2020-05-02 23:44:14.185489+00:00,200
2020-05-02 23:32:30.772127+00:00,359
2020-05-02 23:25:15.486986+00:00,116
2020-05-02 23:09:54.604314+00:00,11.6
2020-05-02 23:02:02.538818+00:00,100
2020-05-02 22:57:15.471680+00:00,530.74
2020-05-02 22:37:48.086187+00:00,2376.75
2020-05-02 22:27:11.403890+00:00,199
2020-05-02 22:26:32.953899+00:00,20
2020-05-02 21:53:26.746024+00:00,37.5
2020-05-02 21:52:07.141896+00:00,629
2020-05-02 21:51:42.102984+00:00,268
2020-05-02 21:51:10.612469+00:00,21.31
2020-05-02 21:35:23.285208+00:00,12.76
2020-05-02 21:30:13.859210+00:00,56
2020-05-02 21:26:17.467399+00:00,114
2020-05-02 20:56:52.814113+00:00,1098
2020-05-02 20:41:10.467992+00:00,505
2020-05-02 20:10:03.009073+00:00,26
2020-05-02 20:06:14.720101+00:00,131.3
2020-05-02 19:51:57.425628+00:00,199
2020-05-02 19:32:15.835162+00:00,76
2020-05-02 19:13:30.897402+00:00,605
2020-05-02 18:12:54.846446+00:00,1715.89
2020-05-02 18:09:38.590086+00:00,269.02
2020-05-02 17:47:10.622058+00:00,280
2020-05-02 17:21:15.722875+00:00,17
2020-05-02 17:16:15.375240+00:00,4230.74
2020-05-02 17:07:09.771688+00:00,421.5
2020-05-02 16:38:46.390952+00:00,180
2020-05-02 16:31:49.003696+00:00,139
2020-05-02 15:35:37.229615+00:00,431
2020-05-02 15:24:08.839472+00:00,116
2020-05-02 14:56:43.364533+00:00,344
2020-05-02 14:53:27.763204+00:00,1
2020-05-02 14:49:27.276338+00:00,97.5
2020-05-02 14:41:39.253339+00:00,572
2020-05-02 14:17:00.658506+00:00,1479.92
2020-05-02 12:33:02.172395+00:00,175.5
2020-05-02 08:20:30.419305+00:00,55.65
2020-05-02 07:20:57.504081+00:00,89
2020-05-02 07:13:41.410340+00:00,99
2020-05-02 06:10:23.232073+00:00,799
2020-05-02 05:29:23.057472+00:00,768
2020-05-02 04:21:13.708774+00:00,51
2020-05-02 03:31:00.354017+00:00,17
2020-05-02 03:15:47.322837+00:00,142.5
2020-05-02 03:04:42.943080+00:00,154
2020-05-02 03:04:30.099081+00:00,2834.22
2020-05-02 02:37:57.558155+00:00,445.2
2020-05-02 02:14:16.639252+00:00,298
2020-05-02 01:52:40.452881+00:00,329.98
2020-05-02 01:49:36.460968+00:00,4034.22
2020-05-02 01:41:52.525242+00:00,234.44
2020-05-02 01:28:52.459731+00:00,20
2020-05-02 01:23:18.945698+00:00,1371.08
2020-05-02 01:13:39.899511+00:00,160
2020-05-02 01:12:56.235958+00:00,26
2020-05-02 00:58:56.826246+00:00,250
2020-05-02 00:54:43.159753+00:00,133
2020-05-02 00:33:08.859841+00:00,1802.6
2020-05-02 00:05:01.167744+00:00,20
2020-05-02 00:03:15.072237+00:00,170
2020-05-02 00:01:51.338420+00:00,40
2020-05-02 00:00:34.780851+00:00,59
2020-05-01 23:58:35.403112+00:00,99
2020-05-01 23:57:08.154298+00:00,99
2020-05-01 23:41:05.247489+00:00,20
2020-05-01 23:25:17.312100+00:00,47.65
2020-05-01 23:21:52.617589+00:00,300
2020-05-01 23:20:04.637001+00:00,300
2020-05-01 23:13:11.988729+00:00,1
2020-05-01 23:12:06.295524+00:00,1
2020-05-01 22:58:14.547419+00:00,9
2020-05-01 22:55:40.478244+00:00,85
2020-05-01 22:55:26.187257+00:00,9
2020-05-01 22:50:17.351327+00:00,199
2020-05-01 22:47:27.121394+00:00,130
2020-05-01 22:26:57.278569+00:00,9
2020-05-01 22:14:03.024197+00:00,135
2020-05-01 22:13:46.368579+00:00,200
2020-05-01 22:11:26.178416+00:00,238.23
2020-05-01 21:48:23.043343+00:00,8
2020-05-01 21:22:14.699635+00:00,148.88
2020-05-01 21:11:00.458904+00:00,12.76
2020-05-01 20:59:38.698437+00:00,207.05
2020-05-01 20:53:28.096316+00:00,31.5
2020-05-01 20:42:34.652518+00:00,99
2020-05-01 20:32:34.208910+00:00,34
2020-05-01 20:32:04.161648+00:00,15
2020-05-01 20:31:44.264652+00:00,11.6
2020-05-01 20:28:37.706844+00:00,300
2020-05-01 20:27:34.264363+00:00,3000
2020-05-01 20:19:16.660559+00:00,30.34
2020-05-01 20:19:07.876250+00:00,9
2020-05-01 20:17:50.398115+00:00,225
2020-05-01 20:14:55.638040+00:00,99
2020-05-01 20:08:48.937288+00:00,6.96
2020-05-01 19:48:52.537336+00:00,1019
2020-05-01 19:45:01.449974+00:00,100
2020-05-01 19:43:47.975168+00:00,13
2020-05-01 19:42:11.278102+00:00,18.5
2020-05-01 19:31:00.087884+00:00,315.45
2020-05-01 18:00:10.028803+00:00,50
2020-05-01 17:55:07.627503+00:00,50.27
2020-05-01 17:26:08.935738+00:00,625
2020-05-01 16:38:46.255677+00:00,50
2020-05-01 16:30:04.247721+00:00,341
2020-05-01 16:28:20.885770+00:00,24
2020-05-01 16:23:07.178486+00:00,500
2020-05-01 15:09:56.078083+00:00,82
2020-05-01 14:48:24.089713+00:00,54
2020-05-01 13:54:36.018992+00:00,93.01
2020-05-01 13:51:24.371547+00:00,10
2020-05-01 13:47:00.085134+00:00,223.02
2020-05-01 13:13:52.866539+00:00,1112.51
2020-05-01 08:37:30.229738+00:00,549
2020-05-01 08:21:41.743090+00:00,120.46
2020-05-01 07:40:19.290860+00:00,120.71
2020-05-01 06:23:16.532250+00:00,91
2020-05-01 04:06:18.619782+00:00,950
2020-05-01 03:52:50.488602+00:00,50
2020-05-01 03:47:40.898228+00:00,67.5
2020-05-01 03:19:19.641350+00:00,339.8
2020-05-01 03:14:01.672499+00:00,20
2020-05-01 02:36:55.049003+00:00,70
2020-05-01 02:24:20.486622+00:00,135
2020-05-01 02:20:05.996026+00:00,12
2020-05-01 02:05:31.214880+00:00,555
2020-05-01 01:58:15.289365+00:00,155
2020-05-01 01:54:24.556491+00:00,24.14
2020-05-01 01:45:27.411557+00:00,24.14
2020-05-01 01:24:36.811237+00:00,120
2020-05-01 01:15:36.156214+00:00,54
2020-05-01 00:59:54.065150+00:00,80
2020-05-01 00:53:35.289507+00:00,100
2020-05-01 00:42:14.536467+00:00,266.82
2020-05-01 00:41:46.635473+00:00,6.96
2020-05-01 00:28:08.327826+00:00,5349.9
2020-05-01 00:10:24.396595+00:00,432.9
2020-05-01 00:03:37.542045+00:00,240
2020-05-01 00:01:00.576149+00:00,50
2020-04-30 23:54:41.074877+00:00,11.6
2020-04-30 23:50:57.251445+00:00,580
2020-04-30 23:43:48.946328+00:00,49.99
2020-04-30 23:34:41.424837+00:00,297.3
2020-04-30 23:12:50.486775+00:00,65
2020-04-30 22:26:06.850993+00:00,60
2020-04-30 22:00:45.233065+00:00,199
2020-04-30 21:52:58.347726+00:00,24.17
2020-04-30 21:49:05.408969+00:00,16
2020-04-30 21:48:35.043431+00:00,25.5
2020-04-30 21:36:17.458779+00:00,1302
2020-04-30 21:34:13.054531+00:00,377.4
2020-04-30 21:32:45.421946+00:00,12
2020-04-30 21:15:59.858005+00:00,1.11
2020-04-30 21:00:12.590626+00:00,123
2020-04-30 20:52:48.887600+00:00,240
2020-04-30 20:50:15.957655+00:00,100
2020-04-30 20:48:39.185383+00:00,4324.65
2020-04-30 20:40:01.836901+00:00,99
2020-04-30 20:36:08.524987+00:00,20.7
2020-04-30 20:04:03.328415+00:00,168.75
2020-04-30 20:03:25.227128+00:00,24.14
2020-04-30 19:54:54.694113+00:00,60.38
2020-04-30 19:50:15.414711+00:00,252
2020-04-30 19:35:46.785845+00:00,50
2020-04-30 19:25:18.007628+00:00,260
2020-04-30 19:07:57.574348+00:00,496.1
2020-04-30 19:00:27.361274+00:00,13
2020-04-30 18:38:46.212191+00:00,20
2020-04-30 18:10:21.399823+00:00,132
2020-04-30 17:28:27.503552+00:00,169
2020-04-30 17:03:04.120100+00:00,634
2020-04-30 16:51:46.583002+00:00,129
2020-04-30 16:48:54.993133+00:00,278.55
2020-04-30 16:47:38.332558+00:00,50
2020-04-30 16:01:51.147697+00:00,134
2020-04-30 15:29:03.265676+00:00,27
2020-04-30 14:47:35.672655+00:00,16
2020-04-30 14:33:06.969202+00:00,44.3
2020-04-30 12:24:12.349684+00:00,1034.68
2020-04-30 11:50:03.331072+00:00,13.5
2020-04-30 09:23:15.930338+00:00,24
2020-04-30 08:43:58.480430+00:00,100
2020-04-30 08:05:15.017567+00:00,24
2020-04-30 08:04:43.477470+00:00,24
2020-04-30 07:54:47.177733+00:00,24
2020-04-30 07:53:41.983849+00:00,24
2020-04-30 07:50:05.485409+00:00,24
2020-04-30 07:07:16.479728+00:00,38.15
2020-04-30 04:25:25.863069+00:00,28.5
2020-04-30 04:10:31.490395+00:00,10
2020-04-30 03:49:28.130037+00:00,245.89
2020-04-30 03:48:41.217325+00:00,245.89
2020-04-30 03:35:33.326211+00:00,12.9
2020-04-30 02:49:34.079436+00:00,200
2020-04-30 02:47:11.278765+00:00,394.19
2020-04-30 02:34:17.447189+00:00,122.95
2020-04-30 02:20:23.996032+00:00,479.31
2020-04-30 02:13:19.177460+00:00,451.27
2020-04-30 01:48:43.999046+00:00,46.8
2020-04-30 01:05:15.316368+00:00,200
2020-04-30 01:01:46.522398+00:00,109.95
2020-04-30 00:58:45.471202+00:00,204.9
2020-04-30 00:35:11.554933+00:00,306.36
2020-04-30 00:25:55.815406+00:00,300
2020-04-29 23:56:47.883368+00:00,156
2020-04-29 23:42:30.727490+00:00,79
2020-04-29 23:28:01.342111+00:00,377.75
2020-04-29 23:19:58.299327+00:00,1369.22
2020-04-29 23:09:36.801821+00:00,410.84
2020-04-29 22:52:59.239385+00:00,499.5
2020-04-29 22:27:11.200663+00:00,86
2020-04-29 22:17:00.397795+00:00,28
2020-04-29 21:49:03.321045+00:00,216
2020-04-29 21:26:55.953867+00:00,321.8
2020-04-29 21:23:44.721122+00:00,50
2020-04-29 21:14:14.595464+00:00,895.58
2020-04-29 21:10:32.099097+00:00,6.5
2020-04-29 21:10:07.887241+00:00,24
2020-04-29 20:49:30.798209+00:00,39.5
2020-04-29 20:38:42.187798+00:00,56
2020-04-29 20:07:04.229352+00:00,24
2020-04-29 19:46:15.285093+00:00,381.5
2020-04-29 19:39:52.136726+00:00,1815.17
2020-04-29 19:23:33.894855+00:00,100
2020-04-29 18:48:56.948181+00:00,10
2020-04-29 17:30:03.760641+00:00,583
2020-04-29 17:03:59.575346+00:00,75.86
2020-04-29 16:58:51.662087+00:00,38
2020-04-29 16:50:20.667220+00:00,1254.05
2020-04-29 15:45:34.481490+00:00,199.2
2020-04-29 15:44:14.429104+00:00,300
2020-04-29 15:30:45.633808+00:00,300
2020-04-29 15:29:22.878673+00:00,50
2020-04-29 14:54:11.215122+00:00,67.68
2020-04-29 14:26:26.287707+00:00,70
2020-04-29 14:16:19.480283+00:00,332.59
2020-04-29 13:34:55.824284+00:00,576
2020-04-29 13:29:36.479103+00:00,56
2020-04-29 12:35:44.564509+00:00,237
2020-04-29 12:35:29.385925+00:00,237
2020-04-29 08:16:14.613391+00:00,47
2020-04-29 06:15:08.637843+00:00,638
2020-04-29 02:33:52.059986+00:00,21
2020-04-29 02:31:48.497458+00:00,90
2020-04-29 02:26:09.740074+00:00,182
2020-04-29 01:50:09.265799+00:00,150
2020-04-29 01:26:23.151784+00:00,95
2020-04-29 01:24:43.233037+00:00,2
2020-04-29 01:10:11.910176+00:00,9380.88
2020-04-29 01:01:11.758415+00:00,24
2020-04-29 00:53:33.979049+00:00,522
2020-04-29 00:52:28.574944+00:00,223.17
2020-04-29 00:52:09.063318+00:00,24
2020-04-29 00:51:03.167087+00:00,24
2020-04-29 00:50:25.208158+00:00,159
2020-04-29 00:47:37.209343+00:00,5211.6
2020-04-29 00:44:50.898928+00:00,24
2020-04-29 00:44:40.174324+00:00,24
2020-04-29 00:42:44.941638+00:00,89
2020-04-29 00:42:37.167363+00:00,24
2020-04-29 00:38:03.644016+00:00,24
2020-04-29 00:36:58.758304+00:00,70
2020-04-28 23:43:32.200735+00:00,24
2020-04-28 23:42:59.461143+00:00,24
2020-04-28 23:21:06.643715+00:00,30
2020-04-28 23:12:32.673972+00:00,650
2020-04-28 21:59:42.380345+00:00,126.37
2020-04-28 21:52:01.158281+00:00,89
2020-04-28 21:45:20.477225+00:00,71.5
2020-04-28 21:42:38.509869+00:00,124
2020-04-28 21:26:29.495403+00:00,3534.22
2020-04-28 21:25:07.177146+00:00,75
2020-04-28 20:53:37.303215+00:00,15.5
2020-04-28 20:16:00.790844+00:00,31
2020-04-28 19:50:20.539642+00:00,10.5
2020-04-28 19:10:58.350452+00:00,40
2020-04-28 18:56:46.530480+00:00,91.5
2020-04-28 18:40:57.093986+00:00,300
2020-04-28 18:32:25.615523+00:00,100
2020-04-28 18:27:09.734828+00:00,29
2020-04-28 18:15:27.903483+00:00,98
2020-04-28 18:12:53.696295+00:00,86.54
2020-04-28 18:10:16.036092+00:00,185
2020-04-28 17:10:22.590704+00:00,19.7
2020-04-28 16:46:53.276166+00:00,75.05
2020-04-28 16:26:15.772009+00:00,200
2020-04-28 15:47:34.176591+00:00,113.03
2020-04-28 14:57:54.353478+00:00,316.03
2020-04-28 14:52:36.820931+00:00,401.7
2020-04-28 14:31:49.789154+00:00,73
2020-04-28 14:24:41.925483+00:00,41.5
2020-04-28 05:31:28.158413+00:00,10
2020-04-28 05:25:30.628689+00:00,69
2020-04-28 05:14:31.593342+00:00,20
2020-04-28 04:25:35.064928+00:00,230.74
2020-04-28 04:16:08.264675+00:00,390
2020-04-28 03:01:23.907295+00:00,119.5
2020-04-28 02:38:24.809907+00:00,123.68
2020-04-28 02:37:53.410277+00:00,75.5
2020-04-28 02:37:38.032091+00:00,247.35
2020-04-28 02:36:58.240970+00:00,24.74
2020-04-28 02:36:15.128995+00:00,200
2020-04-28 02:35:24.542468+00:00,100
2020-04-28 02:34:12.121140+00:00,100
2020-04-28 02:33:45.153327+00:00,50
2020-04-28 02:33:23.562621+00:00,127.3
2020-04-28 02:31:57.427269+00:00,122
2020-04-28 02:31:01.237843+00:00,50
2020-04-28 02:29:18.212533+00:00,50
2020-04-28 02:27:41.911218+00:00,50
2020-04-28 02:12:44.375002+00:00,233.5
2020-04-28 01:30:44.251315+00:00,50
2020-04-28 01:19:03.764726+00:00,43.5
2020-04-28 01:10:11.492567+00:00,165.2
2020-04-28 00:51:59.173667+00:00,59.99
2020-04-28 00:28:59.630695+00:00,124
2020-04-28 00:21:06.207442+00:00,10.9
2020-04-28 00:02:11.459600+00:00,65
2020-04-27 23:55:08.725821+00:00,1
2020-04-27 23:54:36.569086+00:00,1
2020-04-27 23:54:04.134205+00:00,1
2020-04-27 23:53:34.632145+00:00,1
2020-04-27 23:53:04.163433+00:00,1
2020-04-27 23:52:30.962372+00:00,1
2020-04-27 23:51:50.073811+00:00,1
2020-04-27 23:51:14.088654+00:00,1
2020-04-27 23:50:41.669759+00:00,63
2020-04-27 23:49:51.034493+00:00,1
2020-04-27 23:46:08.052306+00:00,12
2020-04-27 23:28:41.763522+00:00,395
2020-04-27 23:00:05.299116+00:00,500
2020-04-27 22:57:05.361849+00:00,35
2020-04-27 22:51:18.295599+00:00,10
2020-04-27 22:46:15.456965+00:00,10
2020-04-27 22:43:51.703229+00:00,1460.11
2020-04-27 22:26:39.023050+00:00,200
2020-04-27 22:25:39.594047+00:00,86.57
2020-04-27 21:58:24.317086+00:00,336
2020-04-27 21:55:00.750780+00:00,50
2020-04-27 21:29:53.671914+00:00,235
2020-04-27 20:56:56.181519+00:00,1464.16
2020-04-27 20:27:58.846227+00:00,101.25
2020-04-27 19:47:38.485746+00:00,79
2020-04-27 19:27:10.914332+00:00,98.21
2020-04-27 18:56:19.123688+00:00,50
2020-04-27 18:22:54.554882+00:00,100
2020-04-27 17:51:38.815599+00:00,199
2020-04-27 17:12:48.235785+00:00,1798
2020-04-27 16:32:24.987348+00:00,190
2020-04-27 16:02:12.091499+00:00,619
2020-04-27 15:43:04.251123+00:00,29.5
2020-04-27 15:34:15.184574+00:00,100
2020-04-27 14:58:49.746123+00:00,127.9
2020-04-27 14:30:14.579674+00:00,56.16
2020-04-27 13:50:24.443680+00:00,169
2020-04-27 12:55:14.446718+00:00,1
2020-04-27 06:25:34.650291+00:00,31.64
2020-04-27 03:34:17.807644+00:00,66
2020-04-27 03:25:23.563019+00:00,193.81
2020-04-27 03:25:09.190377+00:00,25
2020-04-27 02:42:24.239937+00:00,70
2020-04-27 02:32:11.995380+00:00,378.19
2020-04-27 02:31:07.598871+00:00,50
2020-04-27 02:02:22.083552+00:00,30
2020-04-27 01:56:51.807472+00:00,20.85
2020-04-27 01:37:50.593876+00:00,732.26
2020-04-27 01:11:50.329246+00:00,359.1
2020-04-27 01:04:56.409314+00:00,48.8
2020-04-27 00:26:07.430409+00:00,325
2020-04-27 00:20:15.139188+00:00,160
2020-04-26 23:33:09.399294+00:00,66
2020-04-26 23:10:31.949861+00:00,61.08
2020-04-26 22:49:30.816378+00:00,384.59
2020-04-26 22:35:45.825022+00:00,264
2020-04-26 22:22:37.962190+00:00,130
2020-04-26 22:13:12.277703+00:00,388
2020-04-26 21:37:19.239760+00:00,18
2020-04-26 21:36:46.668491+00:00,47
2020-04-26 20:58:06.617052+00:00,10
2020-04-26 20:40:37.684540+00:00,107.4
2020-04-26 19:59:37.715722+00:00,32.39
2020-04-26 19:27:57.297251+00:00,45
2020-04-26 19:02:52.586717+00:00,598
2020-04-26 18:41:40.512765+00:00,46.5
2020-04-26 18:30:08.689794+00:00,102.9
2020-04-26 18:24:45.809984+00:00,1323.29
2020-04-26 18:23:56.571539+00:00,27
2020-04-26 18:19:03.863932+00:00,12
2020-04-26 17:18:49.341879+00:00,148
2020-04-26 17:05:50.005274+00:00,390
2020-04-26 16:55:55.359613+00:00,255
2020-04-26 16:47:05.854403+00:00,160
2020-04-26 16:42:51.694972+00:00,559
2020-04-26 15:58:37.066498+00:00,359.1
2020-04-26 15:33:38.620546+00:00,30
2020-04-26 15:05:04.536313+00:00,56
2020-04-26 07:06:24.351190+00:00,31.64
2020-04-26 05:09:29.439791+00:00,48
2020-04-26 05:08:30.191224+00:00,100
2020-04-26 05:05:13.138210+00:00,52.5
2020-04-26 03:19:30.420772+00:00,162
2020-04-26 03:19:03.253118+00:00,209.5
2020-04-26 03:17:53.520810+00:00,82
2020-04-26 02:54:21.027319+00:00,14.3
2020-04-26 02:21:05.196554+00:00,37.65
2020-04-26 02:09:50.894354+00:00,133.7
2020-04-26 02:08:07.097235+00:00,67.7
2020-04-26 02:00:23.311126+00:00,130
2020-04-26 01:45:20.024697+00:00,67
2020-04-26 01:39:02.743004+00:00,10
2020-04-26 01:37:42.202663+00:00,1599
2020-04-26 01:28:51.317055+00:00,44.11
2020-04-26 01:22:08.187104+00:00,230
2020-04-26 01:19:43.790334+00:00,150
